USER_ID,PATH_CATEGORY_NAME,AGE_GROUP,GENDER,REGION,YEAR_PATH_STARTED
U5157322150701460572,Data,25-29 ans,F,Île-de-France,2025
U1632515841690650167,Data,40-44 ans,M,Hauts-de-France,2023
U-3283849527024705953,Data,30-34 ans,M,Île-de-France,2022
U2545590812376121600,Data,45-49 ans,,Île-de-France,2022
U851845085698446469,Data,35-39 ans,,Île-de-France,2022
U-7859374300759299029,Data,45-49 ans,M,Grand Est,2024
U8063044027070764196,Data,20-24 ans,M,Bretagne,2024
U-8362692096387949051,Data,30-34 ans,,Île-de-France,2022
U4475170796570212770,Data,30-34 ans,M,Île-de-France,2023
U2793433816981984774,Data,25-29 ans,,Grand Est,2022
U6240637609801927986,Data,25-29 ans,,Île-de-France,2023
U472192960817701233,Data,20-24 ans,M,Île-de-France,2025
U8507822919451939332,Data,35-39 ans,F,Grand Est,2022
U-865126821376775334,Data,25-29 ans,M,Centre-Val de Loire,2023
U-8487693505317588620,Data,30-34 ans,,Provence-Alpes-Côte d'Azur,2023
U-7324916666886535920,Data,25-29 ans,M,Nouvelle-Aquitaine,2022
U4713237188285827998,Data,35-39 ans,M,Provence-Alpes-Côte d'Azur,2023
U-1686313588734996222,Data,45-49 ans,,Île-de-France,2022
U-4738347832096911581,Data,30-34 ans,F,Hauts-de-France,2022
U3830732291953332140,Data,25-29 ans,M,Île-de-France,2022
U-1495669520284257614,Data,25-29 ans,F,Grand Est,2024
U-2577927648739242509,Data,25-29 ans,M,Île-de-France,2025
U457423001323492543,Data,30-34 ans,M,Île-de-France,2025
U1196827152266197979,Data,30-34 ans,,Île-de-France,2022
U4692768505188924075,Data,45-49 ans,F,Bretagne,2025
U-4829133008802958449,Data,50-54 ans,F,Nouvelle-Aquitaine,2024
U4566878488257834328,Data,40-44 ans,M,Île-de-France,2024
U5299598891439862258,Data,35-39 ans,,Île-de-France,2022
U5015847726408195445,Data,30-34 ans,,Île-de-France,2023
U-8848591266618237708,Data,55-59 ans,M,Île-de-France,2022
U8932477357788777468,Data,30-34 ans,F,Île-de-France,2022
U-4540535541034204892,Data,25-29 ans,F,Bourgogne-Franche-Comté,2022
U4487272510314637775,Data,35-39 ans,M,Île-de-France,2023
U4802686548016749906,Data,20-24 ans,M,Hauts-de-France,2024
U3039026269512714797,Data,35-39 ans,F,Île-de-France,2022
U-5752000253187707605,Data,40-44 ans,,Île-de-France,2023
U-4779656885565541692,Data,25-29 ans,M,Île-de-France,2025
U2456362325809678155,Data,35-39 ans,M,Pays de la Loire,2025
U457711041838793801,Data,30-34 ans,,Île-de-France,2024
U44679189209275104,Data,30-34 ans,F,Bretagne,2025
U4717066612880627770,Data,20-24 ans,M,Île-de-France,2025
U-7977714884686561436,Data,25-29 ans,M,Île-de-France,2022
U-5315369057485261918,Data,30-34 ans,M,Centre-Val de Loire,2025
U7532338611312615052,Data,30-34 ans,F,Grand Est,2022
U972655733640611188,Data,35-39 ans,F,Île-de-France,2024
U-7441504019836714900,Data,40-44 ans,M,Grand Est,2022
U1144887112235403425,Data,35-39 ans,F,Provence-Alpes-Côte d'Azur,2023
U-2823492719917946240,Data,50-54 ans,M,Île-de-France,2023
U6087071392177059211,Data,35-39 ans,F,Normandie,2024
U-8346911181352446928,Data,55-59 ans,F,Île-de-France,2022
U-8294047687177764277,Data,50-54 ans,,Pays de la Loire,2022
U7989366372773327611,Data,35-39 ans,M,Provence-Alpes-Côte d'Azur,2023
U6757760391432565324,Data,30-34 ans,,Île-de-France,2023
U-6971870505619501582,Data,35-39 ans,,Grand Est,2022
U-1749030158565793301,Data,35-39 ans,M,Auvergne-Rhône-Alpes,2022
U-5360565794121983162,Data,35-39 ans,M,Provence-Alpes-Côte d'Azur,2024
U4686799447455560958,Data,30-34 ans,F,Île-de-France,2025
U-63137882723431393,Data,45-49 ans,,Occitanie,2025
U450163719363616371,Data,30-34 ans,F,Normandie,2024
U-7244480977594866773,Data,60 ans ou plus,M,Île-de-France,2022
U1263977261281470067,Data,35-39 ans,M,Pays de la Loire,2023
U-1239033034392348918,Data,25-29 ans,M,Île-de-France,2024
U-2745281296167934280,Data,25-29 ans,,Île-de-France,2022
U-3956306123055760376,Data,35-39 ans,,Grand Est,2023
U384433772656298938,Data,35-39 ans,M,Provence-Alpes-Côte d'Azur,2022
U4078479183922975213,Data,40-44 ans,,Provence-Alpes-Côte d'Azur,2022
U-7558572590512408547,Data,35-39 ans,,Auvergne-Rhône-Alpes,2022
U-4559302560988985522,Data,30-34 ans,,Provence-Alpes-Côte d'Azur,2023
U-8642682912319855239,Data,30-34 ans,M,Auvergne-Rhône-Alpes,2025
U-7311222666520816205,Data,35-39 ans,M,Île-de-France,2025
U-3699193968961667262,Data,25-29 ans,,Occitanie,2023
U-4846338880521973901,Data,40-44 ans,M,Grand Est,2025
U4119252762609561891,Data,30-34 ans,F,Auvergne-Rhône-Alpes,2022
U-865126821376775334,Data,25-29 ans,M,Centre-Val de Loire,2025
U5606424335218490011,Data,35-39 ans,,Provence-Alpes-Côte d'Azur,2022
U1879692886916245630,Data,55-59 ans,,Île-de-France,2023
U-4934911979582602323,Data,45-49 ans,F,Normandie,2024
U379840048171222128,Data,25-29 ans,F,Île-de-France,2024
U4170737585797200308,Data,25-29 ans,,Île-de-France,2022
U-5504425121434423266,Data,35-39 ans,,Grand Est,2022
U-248323446641428388,Data,35-39 ans,M,Grand Est,2024
U2425265589963544875,Data,25-29 ans,F,Île-de-France,2025
U-3540655237123590846,Data,40-44 ans,,DROM,2022
U6176582845262559773,Data,60 ans ou plus,M,Auvergne-Rhône-Alpes,2025
U5993732086067792418,Data,50-54 ans,,Île-de-France,2022
U7574408114887322124,Data,25-29 ans,M,Normandie,2023
U2291554142854355253,Data,35-39 ans,M,Île-de-France,2025
U-3286164162132248669,Data,60 ans ou plus,M,Hauts-de-France,2022
U-7883830519323788043,Data,35-39 ans,M,Île-de-France,2024
U-7700348094922136857,Data,55-59 ans,F,Pays de la Loire,2023
U-3757450919071555885,Data,55-59 ans,M,Grand Est,2023
U3945888533464693138,Data,30-34 ans,F,Occitanie,2022
U-3533019677503303593,Data,30-34 ans,M,Auvergne-Rhône-Alpes,2024
U8489667174029555281,Data,30-34 ans,F,Bretagne,2022
U85557918195919283,Data,35-39 ans,,Île-de-France,2022
U-5986492604317703913,Data,20-24 ans,M,Île-de-France,2025
U7930823697354290615,Data,35-39 ans,,Île-de-France,2022
U-2846167303317176020,Data,35-39 ans,,Île-de-France,2023
U-3513881342104618244,Data,40-44 ans,M,Île-de-France,2024
U3703902684009044615,Data,20-24 ans,F,Nouvelle-Aquitaine,2024
U-3266126604479516856,Data,45-49 ans,M,Hauts-de-France,2024
U8696715021941616256,Data,40-44 ans,,Nouvelle-Aquitaine,2022
U563991935885969098,Data,25-29 ans,M,Île-de-France,2024
U-4416518435548099238,Data,55-59 ans,,Occitanie,2022
U5669682574055959382,Data,35-39 ans,M,Île-de-France,2025
U2741407519630547413,Data,35-39 ans,M,Pays de la Loire,2023
U4244065857669825607,Data,30-34 ans,M,Auvergne-Rhône-Alpes,2025
U-8070695040285553057,Data,45-49 ans,F,Île-de-France,2025
U4123000088320301409,Data,50-54 ans,,Auvergne-Rhône-Alpes,2022
U3737651002344673894,Data,50-54 ans,M,Hauts-de-France,2024
U-5867062003631694712,Data,50-54 ans,,Île-de-France,2022
U-182917769639387957,Data,35-39 ans,M,Provence-Alpes-Côte d'Azur,2025
U2513510363686823615,Data,20-24 ans,M,Bourgogne-Franche-Comté,2025
U3750743847610734878,Data,45-49 ans,F,Île-de-France,2023
U1943046221408721182,Data,20-24 ans,M,Hauts-de-France,2025
U-2969153539545659480,Data,25-29 ans,M,Occitanie,2024
U1529744233794701937,Data,25-29 ans,F,Île-de-France,2024
U-1826390227613124046,Data,20-24 ans,M,Bourgogne-Franche-Comté,2025
U-6069622728426777490,Data,20-24 ans,M,Grand Est,2024
U3844815067625252798,Data,35-39 ans,M,Île-de-France,2023
U8547931573460809970,Data,25-29 ans,M,Île-de-France,2025
U5578368056336158639,Data,40-44 ans,F,Île-de-France,2022
U3122571264358397584,Data,35-39 ans,M,Centre-Val de Loire,2025
U3198514370480469612,Data,40-44 ans,F,Île-de-France,2023
U-614066908805246579,Data,40-44 ans,,Île-de-France,2024
U-3130642312672791726,Data,30-34 ans,F,Île-de-France,2025
U3323680272915908167,Data,25-29 ans,F,Pays de la Loire,2024
U1863112951589635905,Data,30-34 ans,M,Occitanie,2022
U-4604299312221230858,Data,35-39 ans,M,Centre-Val de Loire,2022
U-4148830357035952061,Data,30-34 ans,,Île-de-France,2023
U189508239677132162,Data,30-34 ans,M,Grand Est,2023
U-3960567926295950038,Data,35-39 ans,M,Centre-Val de Loire,2024
U-3843764382454914708,Data,25-29 ans,M,Provence-Alpes-Côte d'Azur,2024
U2868287872487407192,Data,30-34 ans,,Hauts-de-France,2024
U-4017183897199389014,Data,40-44 ans,F,Île-de-France,2023
U1994105373309673164,Data,25-29 ans,M,Bretagne,2022
U1348017437682345927,Data,40-44 ans,F,Grand Est,2022
U-4743851522841124816,Data,20-24 ans,M,Île-de-France,2025
U5104173612514689735,Data,35-39 ans,M,Île-de-France,2023
U-7660038417632910927,Data,30-34 ans,F,Pays de la Loire,2024
U-1956132102010667179,Data,40-44 ans,M,Auvergne-Rhône-Alpes,2025
U3935846177886634859,Data,25-29 ans,M,Île-de-France,2022
U4372746817241364429,Data,30-34 ans,F,Île-de-France,2023
U90330231872021078,Data,40-44 ans,F,Provence-Alpes-Côte d'Azur,2022
U3265909319218285308,Data,35-39 ans,F,Île-de-France,2024
U5423880631206474053,Data,35-39 ans,,Auvergne-Rhône-Alpes,2024
U-9139309613261834670,Data,40-44 ans,F,Pays de la Loire,2024
U-6483521435882319841,Data,35-39 ans,F,Île-de-France,2022
U-8490929358985366947,Data,30-34 ans,M,Bretagne,2022
U5395997548057672650,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2025
U5029480661083413850,Data,30-34 ans,F,Nouvelle-Aquitaine,2023
U-8485113733694901879,Data,40-44 ans,M,Nouvelle-Aquitaine,2023
U-4934911979582602323,Data,45-49 ans,F,Normandie,2023
U-6412423896657388807,Data,30-34 ans,M,Île-de-France,2023
U6324465892590510923,Data,45-49 ans,,Île-de-France,2022
U-991417546724856513,Data,25-29 ans,F,Provence-Alpes-Côte d'Azur,2025
U-4642204380059526060,Data,30-34 ans,M,Centre-Val de Loire,2024
U1519858115976553800,Data,25-29 ans,,Auvergne-Rhône-Alpes,2023
U-7043915493764418483,Data,25-29 ans,F,Île-de-France,2025
U925738396150760428,Data,30-34 ans,,Auvergne-Rhône-Alpes,2022
U-6556294409525577260,Data,50-54 ans,F,Nouvelle-Aquitaine,2022
U7999727408353278003,Data,35-39 ans,M,Hauts-de-France,2024
U-8927054384791659443,Data,25-29 ans,M,Île-de-France,2023
U-57730032401327994,Data,25-29 ans,M,Île-de-France,2023
U2697443109921310570,Data,40-44 ans,,Île-de-France,2022
U4241473467422801704,Data,35-39 ans,,Pays de la Loire,2022
U8440046409649459269,Data,25-29 ans,,Auvergne-Rhône-Alpes,2022
U7468845510255072866,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2025
U8366132466638343571,Data,30-34 ans,M,Auvergne-Rhône-Alpes,2023
U2360332809930311684,Data,25-29 ans,M,Île-de-France,2025
U-2077637457521780541,Data,30-34 ans,M,Provence-Alpes-Côte d'Azur,2022
U8756063647689842932,Data,25-29 ans,F,Centre-Val de Loire,2025
U5042258894627816465,Data,25-29 ans,M,Bretagne,2023
U7785312067764694265,Data,30-34 ans,F,Île-de-France,2023
U-3987913334683657344,Data,30-34 ans,M,Hauts-de-France,2025
U6465538372745169825,Data,35-39 ans,F,Île-de-France,2023
U8997443567961123733,Data,30-34 ans,F,Île-de-France,2022
U-6005356397920293104,Data,40-44 ans,,Île-de-France,2022
U6271620365212080597,Data,40-44 ans,,Île-de-France,2022
U6164877820521880749,Data,30-34 ans,F,Île-de-France,2023
U-3810884977610750534,Data,50-54 ans,M,Île-de-France,2025
U-6087717495917598479,Data,30-34 ans,,Nouvelle-Aquitaine,2023
U2482290721127303738,Data,30-34 ans,M,Île-de-France,2022
U6153604287828427442,Data,35-39 ans,M,Île-de-France,2023
U-4539289560108377121,Data,40-44 ans,M,Île-de-France,2024
U7156668720546296972,Data,40-44 ans,M,Île-de-France,2022
U2383592177977780535,Data,30-34 ans,M,Hauts-de-France,2022
U-2262233825014144593,Data,30-34 ans,,Pays de la Loire,2022
U5173418320434578541,Data,40-44 ans,,Auvergne-Rhône-Alpes,2023
U-614066908805246579,Data,40-44 ans,,Île-de-France,2022
U-1078657632406711503,Data,30-34 ans,M,Auvergne-Rhône-Alpes,2025
U8095180178985260334,Data,25-29 ans,,Île-de-France,2023
U1005108239690806924,Data,45-49 ans,M,Auvergne-Rhône-Alpes,2022
U3945843241951252448,Data,25-29 ans,,Centre-Val de Loire,2022
U-4095945839293059192,Data,35-39 ans,,Île-de-France,2022
U2502526699347706904,Data,30-34 ans,,Nouvelle-Aquitaine,2022
U2184645274285970780,Data,30-34 ans,,Nouvelle-Aquitaine,2022
U12063978664402149,Data,30-34 ans,,Île-de-France,2022
U967501859908224647,Data,50-54 ans,,Occitanie,2022
U1821355861593540947,Data,20-24 ans,M,Île-de-France,2025
U3075410695909097212,Data,30-34 ans,,Île-de-France,2022
U-1913136704343055432,Data,25-29 ans,,Bretagne,2022
U4078426577280894991,Data,30-34 ans,M,Île-de-France,2024
U-1974648284805525085,Data,30-34 ans,,Île-de-France,2024
U2621704900106471404,Data,30-34 ans,F,Grand Est,2025
U-1831275979481091100,Data,30-34 ans,M,Bretagne,2025
U-484955440962274945,Data,45-49 ans,F,Pays de la Loire,2023
U842937451532233335,Data,30-34 ans,M,Île-de-France,2023
U-6337871710707549649,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2024
U69756317799643535,Data,30-34 ans,,Bretagne,2022
U-6587996222148207269,Data,25-29 ans,,Île-de-France,2023
U4522535049182749969,Data,40-44 ans,M,Île-de-France,2023
U-1624352339935276975,Data,60 ans ou plus,M,Centre-Val de Loire,2025
U-635286002225225444,Data,45-49 ans,,Île-de-France,2023
U-4331044578490144123,Data,35-39 ans,F,Île-de-France,2023
U-939347296801610956,Data,30-34 ans,M,Bretagne,2025
U3277935489612820303,Data,25-29 ans,M,Île-de-France,2025
U-8176928028728358463,Data,35-39 ans,M,Île-de-France,2025
U-8100292848980457541,Data,30-34 ans,M,Île-de-France,2023
U-4982810414848265260,Data,40-44 ans,,Grand Est,2023
U4467492368864865180,Data,40-44 ans,F,Hauts-de-France,2022
U-4456074011542536228,Data,30-34 ans,M,Île-de-France,2022
U-7344439552109257841,Data,45-49 ans,F,Île-de-France,2024
U6934035394599670657,Data,45-49 ans,,Provence-Alpes-Côte d'Azur,2025
U1378994466625769006,Data,35-39 ans,F,Île-de-France,2023
U-5051616050766070827,Data,55-59 ans,M,Auvergne-Rhône-Alpes,2022
U7247987196741683313,Data,40-44 ans,,Auvergne-Rhône-Alpes,2023
U8637335817158356565,Data,30-34 ans,,Île-de-France,2022
U-7341140721367775075,Data,20-24 ans,M,Nouvelle-Aquitaine,2025
U-4230211806378367299,Data,30-34 ans,M,Provence-Alpes-Côte d'Azur,2025
U-6710463471889555726,Data,35-39 ans,F,Île-de-France,2022
U-7151779645529605311,Data,60 ans ou plus,,Île-de-France,2023
U-9079964536967551707,Data,45-49 ans,F,Île-de-France,2024
U2841510013404691053,Data,40-44 ans,F,Île-de-France,2025
U-1270571142473807841,Data,25-29 ans,M,Hauts-de-France,2024
U4942906898065663913,Data,30-34 ans,M,Hauts-de-France,2022
U7992491285443246431,Data,45-49 ans,,Pays de la Loire,2022
U-8666276919030943853,Data,25-29 ans,M,Occitanie,2025
U-3045019636354846783,Data,30-34 ans,M,Île-de-France,2023
U3925265910332042909,Data,45-49 ans,M,Hauts-de-France,2022
U-981438357696065138,Data,45-49 ans,M,Pays de la Loire,2025
U5547180154663553882,Data,35-39 ans,F,Île-de-France,2022
U845936845587074307,Data,30-34 ans,F,Hauts-de-France,2023
U1059313862778104575,Data,40-44 ans,M,DROM,2025
U8680714628208807998,Data,25-29 ans,M,Nouvelle-Aquitaine,2024
U5477625601425636469,Data,50-54 ans,M,Hauts-de-France,2022
U-1593999359938903412,Data,25-29 ans,,Normandie,2022
U1863506000429186957,Data,50-54 ans,,Île-de-France,2023
U-2770749535107228763,Data,30-34 ans,,Île-de-France,2022
U-4226608761479192671,Data,50-54 ans,M,Pays de la Loire,2022
U-783038083297125674,Data,20-24 ans,M,Nouvelle-Aquitaine,2025
U5891468858539017072,Data,40-44 ans,M,Provence-Alpes-Côte d'Azur,2025
U772502932085055531,Data,50-54 ans,M,Île-de-France,2025
U5580966316787521230,Data,40-44 ans,M,Bretagne,2022
U-497795175698837864,Data,35-39 ans,M,Provence-Alpes-Côte d'Azur,2022
U-7582050255390466051,Data,25-29 ans,M,Nouvelle-Aquitaine,2024
U510459186106581004,Data,50-54 ans,M,Hauts-de-France,2022
U1253277845542547890,Data,35-39 ans,M,Bourgogne-Franche-Comté,2024
U-5830677333743070364,Data,35-39 ans,M,Île-de-France,2023
U-364033716299146522,Data,20-24 ans,M,Hauts-de-France,2024
U4990954274608955275,Data,30-34 ans,,Île-de-France,2022
U4920977499594474559,Data,35-39 ans,M,Grand Est,2025
U287105470855059820,Data,50-54 ans,M,Grand Est,2023
U-6457374182286067674,Data,25-29 ans,M,Provence-Alpes-Côte d'Azur,2024
U-135389184932103829,Data,30-34 ans,M,Île-de-France,2022
U-6034202047493987773,Data,40-44 ans,,Provence-Alpes-Côte d'Azur,2022
U813478555273869225,Data,30-34 ans,M,Nouvelle-Aquitaine,2023
U-303976872428451281,Data,40-44 ans,,Bretagne,2022
U1672019052355928825,Data,30-34 ans,M,Bretagne,2022
U-7860681395809908259,Data,35-39 ans,F,Île-de-France,2025
U-5719904739560985535,Data,50-54 ans,M,Normandie,2023
U-3668804361189399839,Data,25-29 ans,,Île-de-France,2022
U-9122715023028738105,Data,30-34 ans,M,Provence-Alpes-Côte d'Azur,2022
U3542997316526779888,Data,25-29 ans,M,Île-de-France,2024
U2995624568623434487,Data,30-34 ans,M,Île-de-France,2023
U-1868302246721407150,Data,50-54 ans,,Hauts-de-France,2023
U3550922078548235250,Data,45-49 ans,M,Pays de la Loire,2022
U7684957241764427552,Data,40-44 ans,M,Auvergne-Rhône-Alpes,2025
U-5902390618625126956,Data,25-29 ans,,Provence-Alpes-Côte d'Azur,2023
U694154966534118438,Data,35-39 ans,M,Grand Est,2024
U236975306127419244,Data,25-29 ans,F,Pays de la Loire,2023
U5104173612514689735,Data,35-39 ans,M,Île-de-France,2025
U7555484992839170936,Data,30-34 ans,M,Normandie,2022
U-2507876548418913625,Data,40-44 ans,M,Centre-Val de Loire,2022
U-740242171720320658,Data,35-39 ans,F,Île-de-France,2025
U-2505053078602419805,Data,40-44 ans,,Occitanie,2023
U2140608801520166402,Data,45-49 ans,F,Bourgogne-Franche-Comté,2025
U7796865997152118976,Data,30-34 ans,M,Île-de-France,2022
U-7857184516364221055,Data,30-34 ans,M,Île-de-France,2022
U-4040354202582788849,Data,25-29 ans,F,Île-de-France,2025
U-1403986843310705895,Data,50-54 ans,M,Île-de-France,2024
U5390728584160329514,Data,40-44 ans,F,Île-de-France,2025
U8819783775414460743,Data,45-49 ans,F,Bretagne,2023
U-2900380001394190450,Data,40-44 ans,,Île-de-France,2022
U-5530012439969146571,Data,35-39 ans,,Île-de-France,2022
U7770823331836185287,Data,35-39 ans,M,Hauts-de-France,2022
U1075029106318359316,Data,25-29 ans,M,Île-de-France,2023
U5467102350056507793,Data,55-59 ans,M,Bourgogne-Franche-Comté,2025
U-3510447601143121291,Data,25-29 ans,,Île-de-France,2023
U2037687871246716590,Data,30-34 ans,M,Bourgogne-Franche-Comté,2022
U-5107360182971599568,Data,40-44 ans,F,Occitanie,2022
U-2032604406333236559,Data,30-34 ans,,Nouvelle-Aquitaine,2023
U7662694845064504174,Data,20-24 ans,,Nouvelle-Aquitaine,2022
U-4255157481895475978,Data,25-29 ans,,Île-de-France,2022
U-112080869962478805,Data,30-34 ans,,Auvergne-Rhône-Alpes,2022
U7413852857607221296,Data,50-54 ans,M,Île-de-France,2022
U2889241507308909592,Data,20-24 ans,M,Centre-Val de Loire,2024
U2361089402535234664,Data,40-44 ans,M,Provence-Alpes-Côte d'Azur,2025
U-6955496116347652021,Data,30-34 ans,F,Auvergne-Rhône-Alpes,2023
U4371210192244901576,Data,30-34 ans,,Grand Est,2023
U6038901109343262357,Data,40-44 ans,F,Nouvelle-Aquitaine,2022
U-7713554804181379875,Data,30-34 ans,M,Nouvelle-Aquitaine,2022
U6119351391079337681,Data,40-44 ans,M,Île-de-France,2022
U-1112716976670947126,Data,25-29 ans,F,Île-de-France,2023
U-6002185667271439316,Data,50-54 ans,M,Provence-Alpes-Côte d'Azur,2025
U-2919388123668127829,Data,55-59 ans,,Hauts-de-France,2022
U-5359388588426788742,Data,45-49 ans,,Nouvelle-Aquitaine,2022
U-7339195012151480336,Data,20-24 ans,M,Occitanie,2025
U-2837709220358110969,Data,30-34 ans,,Auvergne-Rhône-Alpes,2022
U-534957709419894818,Data,20-24 ans,M,Hauts-de-France,2024
U-120620772003334051,Data,35-39 ans,F,Hauts-de-France,2022
U-6580503095800912013,Data,45-49 ans,M,Île-de-France,2025
U107619354641382196,Data,55-59 ans,M,Île-de-France,2023
U-900296118912820199,Data,30-34 ans,M,Occitanie,2025
U8570271111035483161,Data,40-44 ans,M,Île-de-France,2022
U-8712076700270322081,Data,30-34 ans,,Île-de-France,2022
U4788886686667645671,Data,30-34 ans,M,Pays de la Loire,2022
U-775928337155812546,Data,45-49 ans,M,Hauts-de-France,2024
U1377050827161071918,Data,30-34 ans,M,Grand Est,2024
U4068399694402046985,Data,35-39 ans,,Occitanie,2022
U-3134257675214452618,Data,30-34 ans,M,Grand Est,2023
U-8995107682902989398,Data,25-29 ans,,Île-de-France,2023
U-5737173329578323691,Data,55-59 ans,F,Auvergne-Rhône-Alpes,2022
U-6301789018451891057,Data,40-44 ans,M,Île-de-France,2023
U1109281775417062993,Data,35-39 ans,M,Nouvelle-Aquitaine,2024
U-5817418642739788299,Data,20-24 ans,F,Île-de-France,2023
U-7986685348261648229,Data,20-24 ans,M,Nouvelle-Aquitaine,2024
U6253444411710221268,Data,60 ans ou plus,F,Bretagne,2025
U-6755328472867187105,Data,25-29 ans,M,Pays de la Loire,2022
U1633268812896363493,Data,45-49 ans,,Auvergne-Rhône-Alpes,2023
U7650324312991713528,Data,40-44 ans,,Île-de-France,2025
U2866618572272210771,Data,30-34 ans,M,Normandie,2024
U8221630092028590318,Data,30-34 ans,M,Pays de la Loire,2022
U-3121847783027279694,Data,30-34 ans,M,Bourgogne-Franche-Comté,2022
U-1028578736061593018,Data,30-34 ans,M,Normandie,2022
U-5330712987605294328,Data,30-34 ans,,Île-de-France,2023
U5279220699752913772,Data,25-29 ans,M,Provence-Alpes-Côte d'Azur,2023
U-9196511433602282440,Data,25-29 ans,F,Hauts-de-France,2023
U-3370568711340660411,Data,35-39 ans,F,Bourgogne-Franche-Comté,2025
U-7054482731816175036,Data,40-44 ans,,Île-de-France,2022
U-4840239384579275041,Data,35-39 ans,,Hauts-de-France,2023
U-6519034861514398053,Data,30-34 ans,F,Occitanie,2024
U-6978403214780015034,Data,25-29 ans,M,Occitanie,2023
U-3426477863080176857,Data,30-34 ans,F,Île-de-France,2023
U9023036928943313563,Data,35-39 ans,M,Grand Est,2025
U50896521979952555,Data,50-54 ans,F,Auvergne-Rhône-Alpes,2025
U6548620508111645827,Data,50-54 ans,M,Centre-Val de Loire,2025
U-5255884765386366391,Data,40-44 ans,M,Occitanie,2024
U905297842183581087,Data,25-29 ans,,Grand Est,2022
U2285666684570520056,Data,35-39 ans,F,Île-de-France,2023
