Code_dep_code_commune;reg_code;reg_nom;aca_nom;dep_nom;com_nom_maj_court;dep_code;dep_nom_num
1136;84;Auvergne-Rhône-Alpes;Lyon;Ain;CRUZILLES LES MEPILLAT;1;Ain (01)
1137;84;Auvergne-Rhône-Alpes;Lyon;Ain;CUISIAT;1;Ain (01)
1138;84;Auvergne-Rhône-Alpes;Lyon;Ain;CULOZ;1;Ain (01)
1139;84;Auvergne-Rhône-Alpes;Lyon;Ain;CURCIAT DONGALON;1;Ain (01)
1140;84;Auvergne-Rhône-Alpes;Lyon;Ain;CURTAFOND;1;Ain (01)
1141;84;Auvergne-Rhône-Alpes;Lyon;Ain;CUZIEU;1;Ain (01)
1142;84;Auvergne-Rhône-Alpes;Lyon;Ain;DAGNEUX;1;Ain (01)
1143;84;Auvergne-Rhône-Alpes;Lyon;Ain;DIVONNE LES BAINS;1;Ain (01)
1144;84;Auvergne-Rhône-Alpes;Lyon;Ain;DOMMARTIN;1;Ain (01)
1145;84;Auvergne-Rhône-Alpes;Lyon;Ain;DOMPIERRE SUR VEYLE;1;Ain (01)
1146;84;Auvergne-Rhône-Alpes;Lyon;Ain;DOMPIERRE SUR CHALARONNE;1;Ain (01)
1147;84;Auvergne-Rhône-Alpes;Lyon;Ain;DOMSURE;1;Ain (01)
1148;84;Auvergne-Rhône-Alpes;Lyon;Ain;DORTAN;1;Ain (01)
1149;84;Auvergne-Rhône-Alpes;Lyon;Ain;DOUVRES;1;Ain (01)
1150;84;Auvergne-Rhône-Alpes;Lyon;Ain;DROM;1;Ain (01)
1151;84;Auvergne-Rhône-Alpes;Lyon;Ain;DRUILLAT;1;Ain (01)
1152;84;Auvergne-Rhône-Alpes;Lyon;Ain;ECHALLON;1;Ain (01)
1153;84;Auvergne-Rhône-Alpes;Lyon;Ain;ECHENEVEX;1;Ain (01)
1154;84;Auvergne-Rhône-Alpes;Lyon;Ain;ETREZ;1;Ain (01)
1155;84;Auvergne-Rhône-Alpes;Lyon;Ain;EVOSGES;1;Ain (01)
1156;84;Auvergne-Rhône-Alpes;Lyon;Ain;FARAMANS;1;Ain (01)
1157;84;Auvergne-Rhône-Alpes;Lyon;Ain;FAREINS;1;Ain (01)
1158;84;Auvergne-Rhône-Alpes;Lyon;Ain;FARGES;1;Ain (01)
1159;84;Auvergne-Rhône-Alpes;Lyon;Ain;FEILLENS;1;Ain (01)
1160;84;Auvergne-Rhône-Alpes;Lyon;Ain;FERNEY VOLTAIRE;1;Ain (01)
1161;84;Auvergne-Rhône-Alpes;Lyon;Ain;FITIGNIEU;1;Ain (01)
1162;84;Auvergne-Rhône-Alpes;Lyon;Ain;FLAXIEU;1;Ain (01)
1163;84;Auvergne-Rhône-Alpes;Lyon;Ain;FOISSIAT;1;Ain (01)
1164;84;Auvergne-Rhône-Alpes;Lyon;Ain;FORENS;1;Ain (01)
1165;84;Auvergne-Rhône-Alpes;Lyon;Ain;FRANCHELEINS;1;Ain (01)
1166;84;Auvergne-Rhône-Alpes;Lyon;Ain;FRANS;1;Ain (01)
1167;84;Auvergne-Rhône-Alpes;Lyon;Ain;GARNERANS;1;Ain (01)
1168;84;Auvergne-Rhône-Alpes;Lyon;Ain;GENAY;1;Ain (01)
1169;84;Auvergne-Rhône-Alpes;Lyon;Ain;GENOUILLEUX;1;Ain (01)
1170;84;Auvergne-Rhône-Alpes;Lyon;Ain;GEOVREISSIAT;1;Ain (01)
1171;84;Auvergne-Rhône-Alpes;Lyon;Ain;GEOVREISSET;1;Ain (01)
1172;84;Auvergne-Rhône-Alpes;Lyon;Ain;GERMAGNAT;1;Ain (01)
1173;84;Auvergne-Rhône-Alpes;Lyon;Ain;GEX;1;Ain (01)
1174;84;Auvergne-Rhône-Alpes;Lyon;Ain;GIRON;1;Ain (01)
1175;84;Auvergne-Rhône-Alpes;Lyon;Ain;GORREVOD;1;Ain (01)
1176;84;Auvergne-Rhône-Alpes;Lyon;Ain;LE GRAND ABERGEMENT;1;Ain (01)
1177;84;Auvergne-Rhône-Alpes;Lyon;Ain;GRAND CORENT;1;Ain (01)
1178;84;Auvergne-Rhône-Alpes;Lyon;Ain;GRANGES;1;Ain (01)
1179;84;Auvergne-Rhône-Alpes;Lyon;Ain;GRIEGES;1;Ain (01)
1180;84;Auvergne-Rhône-Alpes;Lyon;Ain;GRILLY;1;Ain (01)
1181;84;Auvergne-Rhône-Alpes;Lyon;Ain;GROISSIAT;1;Ain (01)
1182;84;Auvergne-Rhône-Alpes;Lyon;Ain;GROSLEE;1;Ain (01)
1183;84;Auvergne-Rhône-Alpes;Lyon;Ain;GUEREINS;1;Ain (01)
1184;84;Auvergne-Rhône-Alpes;Lyon;Ain;HAUTECOURT ROMANECHE;1;Ain (01)
1185;84;Auvergne-Rhône-Alpes;Lyon;Ain;HAUTEVILLE LOMPNES;1;Ain (01)
1186;84;Auvergne-Rhône-Alpes;Lyon;Ain;HOSTIAS;1;Ain (01)
1187;84;Auvergne-Rhône-Alpes;Lyon;Ain;HOTONNES;1;Ain (01)
1188;84;Auvergne-Rhône-Alpes;Lyon;Ain;ILLIAT;1;Ain (01)
1189;84;Auvergne-Rhône-Alpes;Lyon;Ain;INJOUX GENISSIAT;1;Ain (01)
1190;84;Auvergne-Rhône-Alpes;Lyon;Ain;INNIMOND;1;Ain (01)
1191;84;Auvergne-Rhône-Alpes;Lyon;Ain;IZENAVE;1;Ain (01)
1192;84;Auvergne-Rhône-Alpes;Lyon;Ain;IZERNORE;1;Ain (01)
1193;84;Auvergne-Rhône-Alpes;Lyon;Ain;IZIEU;1;Ain (01)
1194;84;Auvergne-Rhône-Alpes;Lyon;Ain;JASSANS RIOTTIER;1;Ain (01)
1195;84;Auvergne-Rhône-Alpes;Lyon;Ain;JASSERON;1;Ain (01)
1196;84;Auvergne-Rhône-Alpes;Lyon;Ain;JAYAT;1;Ain (01)
1197;84;Auvergne-Rhône-Alpes;Lyon;Ain;JOURNANS;1;Ain (01)
1198;84;Auvergne-Rhône-Alpes;Lyon;Ain;JOYEUX;1;Ain (01)
1199;84;Auvergne-Rhône-Alpes;Lyon;Ain;JUJURIEUX;1;Ain (01)
1200;84;Auvergne-Rhône-Alpes;Lyon;Ain;LABALME;1;Ain (01)
1201;84;Auvergne-Rhône-Alpes;Lyon;Ain;LACOUX;1;Ain (01)
1202;84;Auvergne-Rhône-Alpes;Lyon;Ain;LAGNIEU;1;Ain (01)
1203;84;Auvergne-Rhône-Alpes;Lyon;Ain;LAIZ;1;Ain (01)
1204;84;Auvergne-Rhône-Alpes;Lyon;Ain;LALLEYRIAT;1;Ain (01)
1205;84;Auvergne-Rhône-Alpes;Lyon;Ain;LANCRANS;1;Ain (01)
1206;84;Auvergne-Rhône-Alpes;Lyon;Ain;LANTENAY;1;Ain (01)
1207;84;Auvergne-Rhône-Alpes;Lyon;Ain;LAPEYROUSE;1;Ain (01)
1208;84;Auvergne-Rhône-Alpes;Lyon;Ain;LAVOURS;1;Ain (01)
1209;84;Auvergne-Rhône-Alpes;Lyon;Ain;LEAZ;1;Ain (01)
1210;84;Auvergne-Rhône-Alpes;Lyon;Ain;LELEX;1;Ain (01)
1211;84;Auvergne-Rhône-Alpes;Lyon;Ain;LENT;1;Ain (01)
1212;84;Auvergne-Rhône-Alpes;Lyon;Ain;LESCHEROUX;1;Ain (01)
1213;84;Auvergne-Rhône-Alpes;Lyon;Ain;LEYMENT;1;Ain (01)
1214;84;Auvergne-Rhône-Alpes;Lyon;Ain;LEYSSARD;1;Ain (01)
1215;84;Auvergne-Rhône-Alpes;Lyon;Ain;LHOPITAL;1;Ain (01)
1216;84;Auvergne-Rhône-Alpes;Lyon;Ain;LHUIS;1;Ain (01)
1217;84;Auvergne-Rhône-Alpes;Lyon;Ain;LILIGNOD;1;Ain (01)
1218;84;Auvergne-Rhône-Alpes;Lyon;Ain;LOCHIEU;1;Ain (01)
1219;84;Auvergne-Rhône-Alpes;Lyon;Ain;LOMPNAS;1;Ain (01)
1220;84;Auvergne-Rhône-Alpes;Lyon;Ain;LOMPNES;1;Ain (01)
1221;84;Auvergne-Rhône-Alpes;Lyon;Ain;LOMPNIEU;1;Ain (01)
1222;84;Auvergne-Rhône-Alpes;Lyon;Ain;LONGECOMBE;1;Ain (01)
1223;84;Auvergne-Rhône-Alpes;Lyon;Ain;LOYES;1;Ain (01)
1224;84;Auvergne-Rhône-Alpes;Lyon;Ain;LOYETTES;1;Ain (01)
1225;84;Auvergne-Rhône-Alpes;Lyon;Ain;LURCY;1;Ain (01)
1226;84;Auvergne-Rhône-Alpes;Lyon;Ain;LUTHEZIEU;1;Ain (01)
1227;84;Auvergne-Rhône-Alpes;Lyon;Ain;MAGNIEU;1;Ain (01)
1228;84;Auvergne-Rhône-Alpes;Lyon;Ain;MAILLAT;1;Ain (01)
1229;84;Auvergne-Rhône-Alpes;Lyon;Ain;MALAFRETAZ;1;Ain (01)
1230;84;Auvergne-Rhône-Alpes;Lyon;Ain;MANTENAY MONTLIN;1;Ain (01)
1231;84;Auvergne-Rhône-Alpes;Lyon;Ain;MANZIAT;1;Ain (01)
1232;84;Auvergne-Rhône-Alpes;Lyon;Ain;MARBOZ;1;Ain (01)
1233;84;Auvergne-Rhône-Alpes;Lyon;Ain;MARCHAMP;1;Ain (01)
1234;84;Auvergne-Rhône-Alpes;Lyon;Ain;MARIGNIEU;1;Ain (01)
1235;84;Auvergne-Rhône-Alpes;Lyon;Ain;MARLIEUX;1;Ain (01)
1236;84;Auvergne-Rhône-Alpes;Lyon;Ain;MARSONNAS;1;Ain (01)
1237;84;Auvergne-Rhône-Alpes;Lyon;Ain;MARTIGNAT;1;Ain (01)
1238;84;Auvergne-Rhône-Alpes;Lyon;Ain;MASSIEUX;1;Ain (01)
1239;84;Auvergne-Rhône-Alpes;Lyon;Ain;MASSIGNIEU DE RIVES;1;Ain (01)
1240;84;Auvergne-Rhône-Alpes;Lyon;Ain;MATAFELON GRANGES;1;Ain (01)
1241;84;Auvergne-Rhône-Alpes;Lyon;Ain;MEILLONNAS;1;Ain (01)
1242;84;Auvergne-Rhône-Alpes;Lyon;Ain;MERIGNAT;1;Ain (01)
1243;84;Auvergne-Rhône-Alpes;Lyon;Ain;MESSIMY SUR SAONE;1;Ain (01)
1244;84;Auvergne-Rhône-Alpes;Lyon;Ain;MEXIMIEUX;1;Ain (01)
1245;84;Auvergne-Rhône-Alpes;Lyon;Ain;BOHAS MEYRIAT RIGNAT;1;Ain (01)
1246;84;Auvergne-Rhône-Alpes;Lyon;Ain;MEZERIAT;1;Ain (01)
1247;84;Auvergne-Rhône-Alpes;Lyon;Ain;MIJOUX;1;Ain (01)
1248;84;Auvergne-Rhône-Alpes;Lyon;Ain;MIONNAY;1;Ain (01)
1249;84;Auvergne-Rhône-Alpes;Lyon;Ain;MIRIBEL;1;Ain (01)
1250;84;Auvergne-Rhône-Alpes;Lyon;Ain;MISERIEUX;1;Ain (01)
1251;84;Auvergne-Rhône-Alpes;Lyon;Ain;MOENS;1;Ain (01)
1252;84;Auvergne-Rhône-Alpes;Lyon;Ain;MOGNENEINS;1;Ain (01)
1253;84;Auvergne-Rhône-Alpes;Lyon;Ain;MOLLON;1;Ain (01)
1254;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTAGNAT;1;Ain (01)
1255;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTAGNIEU;1;Ain (01)
1256;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTANAY;1;Ain (01)
1257;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTANGES;1;Ain (01)
1258;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTCEAUX;1;Ain (01)
1259;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTCET;1;Ain (01)
1260;84;Auvergne-Rhône-Alpes;Lyon;Ain;LE MONTELLIER;1;Ain (01)
1261;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTHIEUX;1;Ain (01)
1262;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTLUEL;1;Ain (01)
1263;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTMERLE SUR SAONE;1;Ain (01)
1264;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTRACOL;1;Ain (01)
1265;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTREAL LA CLUSE;1;Ain (01)
1266;84;Auvergne-Rhône-Alpes;Lyon;Ain;MONTREVEL EN BRESSE;1;Ain (01)
1267;84;Auvergne-Rhône-Alpes;Lyon;Ain;NURIEUX VOLOGNAT;1;Ain (01)
1268;84;Auvergne-Rhône-Alpes;Lyon;Ain;MURS ET GELIGNIEUX;1;Ain (01)
1269;84;Auvergne-Rhône-Alpes;Lyon;Ain;NANTUA;1;Ain (01)
1270;84;Auvergne-Rhône-Alpes;Lyon;Ain;NAPT;1;Ain (01)
1271;84;Auvergne-Rhône-Alpes;Lyon;Ain;NATTAGES;1;Ain (01)
1272;84;Auvergne-Rhône-Alpes;Lyon;Ain;NEUVILLE LES DAMES;1;Ain (01)
1273;84;Auvergne-Rhône-Alpes;Lyon;Ain;NEUVILLE SUR AIN;1;Ain (01)
1274;84;Auvergne-Rhône-Alpes;Lyon;Ain;LES NEYROLLES;1;Ain (01)
1275;84;Auvergne-Rhône-Alpes;Lyon;Ain;NEYRON;1;Ain (01)
1276;84;Auvergne-Rhône-Alpes;Lyon;Ain;NIEVROZ;1;Ain (01)
1277;84;Auvergne-Rhône-Alpes;Lyon;Ain;NIVOLLET MONTGRIFFON;1;Ain (01)
1278;84;Auvergne-Rhône-Alpes;Lyon;Ain;OCHIAZ;1;Ain (01)
1279;84;Auvergne-Rhône-Alpes;Lyon;Ain;ONCIEU;1;Ain (01)
1280;84;Auvergne-Rhône-Alpes;Lyon;Ain;ORDONNAZ;1;Ain (01)
1281;84;Auvergne-Rhône-Alpes;Lyon;Ain;ORNEX;1;Ain (01)
1282;84;Auvergne-Rhône-Alpes;Lyon;Ain;OUTRIAZ;1;Ain (01)
1283;84;Auvergne-Rhône-Alpes;Lyon;Ain;OYONNAX;1;Ain (01)
1284;84;Auvergne-Rhône-Alpes;Lyon;Ain;OZAN;1;Ain (01)
1285;84;Auvergne-Rhône-Alpes;Lyon;Ain;PARCIEUX;1;Ain (01)
1286;84;Auvergne-Rhône-Alpes;Lyon;Ain;PARVES;1;Ain (01)
1287;84;Auvergne-Rhône-Alpes;Lyon;Ain;PASSIN;1;Ain (01)
1288;84;Auvergne-Rhône-Alpes;Lyon;Ain;PERON;1;Ain (01)
1289;84;Auvergne-Rhône-Alpes;Lyon;Ain;PERONNAS;1;Ain (01)
1290;84;Auvergne-Rhône-Alpes;Lyon;Ain;PEROUGES;1;Ain (01)
1291;84;Auvergne-Rhône-Alpes;Lyon;Ain;PERREX;1;Ain (01)
